Game,Japan Sales,GameID,Pos,PAL Sales,Other Sales,NA Sales,Metacritic Score,Total Sales,User Score
1080° Avalanche,,1080° Avalanche | GCN,566,,,,,,
Skydiving Extreme,,Skydiving Extreme | PS,979,0.03,0.01,0.04,,0.08,
Slam 'n Jam '96 featuring Magic & Kareem,,Slam 'n Jam '96 featuring Magic & Kareem | PS,971,0.03,0.01,0.04,,0.08,
Slap Happy Rhythm Busters,,Slap Happy Rhythm Busters | PS,2403,,,,,,
Slayers Royal,0.08,Slayers Royal | PS,969,,0.01,,,0.08,
Sled Storm,,Sled Storm | PS,97,0.61,0.11,0.9,,1.62,
Slot! Pro 2,,Slot! Pro 2 | PS,2404,,,,,,
Slot! Pro 4,,Slot! Pro 4 | PS,2405,,,,,,
Slotter Mania 2,,Slotter Mania 2 | PS,2406,,,,,,
Slotter Mania 3,,Slotter Mania 3 | PS,2407,,,,,,
Slotter Mania 4,,Slotter Mania 4 | PS,2408,,,,,,
Slotter Mania 5,,Slotter Mania 5 | PS,2409,,,,,,
Slotter Mania 6,,Slotter Mania 6 | PS,2410,,,,,,
Slotter Mania 7,,Slotter Mania 7 | PS,2411,,,,,,
Slotter Mania 8,,Slotter Mania 8 | PS,2412,,,,,,
Slotter Mania 9,,Slotter Mania 9 | PS,2413,,,,,,
Slotter Mania Gaiden,,Slotter Mania Gaiden | PS,2414,,,,,,
Slotter Mania: Core Tokonatsu no Netsusa! Oasis,,Slotter Mania: Core Tokonatsu no Netsusa! Oasis | PS,2415,,,,,,
Slotter Mania: Gekinetsu Okisuro! Siosai Special,,Slotter Mania: Gekinetsu Okisuro! Siosai Special | PS,2416,,,,,,
Small Soldiers,,Small Soldiers | PS,319,0.23,0.04,0.34,,0.61,
Smash Court 3,,Smash Court 3 | PS,2417,,,,,,
Snatcher,,Snatcher | PS,2418,,,,,,
SnoCross Championship Racing,,SnoCross Championship Racing | PS,217,0.35,0.06,0.52,66.0,0.93,
Snowboarding,,Snowboarding | PS,561,0.11,0.02,0.16,,0.29,
Soccer Kid,,Soccer Kid | PS,2419,,,,,,
Sol Divide,,Sol Divide | PS,2420,,,,,,
Sonic Wings Special,,Sonic Wings Special | PS,2421,,,,,,
Sorcerer's Maze,,Sorcerer's Maze | PS,2422,,,,,,
Soreike no Kokoroji,,Soreike no Kokoroji | PS,2423,,,,,,
Sotsugyou Crossworld,0.08,Sotsugyou Crossworld | PS,951,,0.01,,,0.09,
Sotsugyou II: Neo Generation,0.04,Sotsugyou II: Neo Generation | PS,1095,,,,,0.04,
Sotsugyou III: Wedding Bell,,Sotsugyou III: Wedding Bell | PS,2424,,,,,,
Sotsugyou M: Male Generation,,Sotsugyou M: Male Generation | PS,2425,,,,,,
Sotsugyou R: Graduation Real,,Sotsugyou R: Graduation Real | PS,2426,,,,,,
Sotsugyou Vacation,,Sotsugyou Vacation | PS,2427,,,,,,
Soukaigi,0.13,Soukaigi | PS,791,,0.01,,,0.14,
Soukyugurentai,,Soukyugurentai | PS,2429,,,,,,
Soukyu-Gurentai: Oubushustugeki,,Soukyu-Gurentai: Oubushustugeki | PS,2428,,,,,,
Soul Blade,0.46,Soul Blade | PS,99,0.41,0.1,0.61,,1.59,
Sound Novel Evolution 1: Otogirisou Sosei-Hen,0.16,Sound Novel Evolution 1: Otogirisou Sosei-Hen | PS,722,,0.01,,,0.17,
Souryu: Logical Mahjong,,Souryu: Logical Mahjong | PS,2430,,,,,,
South Park,,South Park | PS,285,0.27,0.05,0.39,,0.71,
South Park Rally,,South Park Rally | PS,485,0.13,0.02,0.2,,0.36,
South Park: Chef's Luv Shack,,South Park: Chef's Luv Shack | PS,539,0.12,0.02,0.17,,0.31,
Soviet Strike,,Soviet Strike | PS,164,0.44,0.08,0.65,,1.17,
Space Adventure Cobra: The Shooting,,Space Adventure Cobra: The Shooting | PS,2431,,,,,,
Space Battleship Yamato: Eiyuu no Kiseki,,Space Battleship Yamato: Eiyuu no Kiseki | PS,2432,,,,,,
Space Battleship Yamato: Harukanaru Hoshi Iscandar,0.16,Space Battleship Yamato: Harukanaru Hoshi Iscandar | PS,721,,0.01,,,0.17,
Space Griffon VF-9,0.12,Space Griffon VF-9 | PS,727,0.02,0.01,0.02,,0.17,
Space Hulk: Vengeance of the Blood Angels,,Space Hulk: Vengeance of the Blood Angels | PS,1010,0.03,,0.04,,0.07,
Space Invaders,,Space Invaders | PS,2433,,,,,,
Space Invaders (Japan),,Space Invaders (Japan) | PS,2434,,,,,,
Space Invaders 2000,,Space Invaders 2000 | PS,2435,,,,,,
Space Jam,,Space Jam | PS,220,0.35,0.06,0.51,,0.92,
Sparrow Garden: Namco Mahjong,,Sparrow Garden: Namco Mahjong | PS,2436,,,,,,
Spawn the Eternal,,Spawn the Eternal | PS,628,0.09,0.02,0.14,,0.24,
Spawn: The Ultimate,,Spawn: The Ultimate | PS,2437,,,,,,
Spec Ops: Airborne Commando,,Spec Ops: Airborne Commando | PS,66,0.46,0.08,1.54,,2.07,
Spec Ops: Covert Assault,,Spec Ops: Covert Assault | PS,422,0.16,0.03,0.24,,0.43,
Spec Ops: Ranger Elite,,Spec Ops: Ranger Elite | PS,229,0.33,0.06,0.49,48.0,0.87,6.8
Spec Ops: Stealth Patrol,,Spec Ops: Stealth Patrol | PS,2438,,,,,,
Spectral Force,,Spectral Force | PS,2439,,,,,,
Spectral Force 2,,Spectral Force 2 | PS,2440,,,,,,
Spectral Force: Itoshiki Ja'aku,,Spectral Force: Itoshiki Ja'aku | PS,2441,,,,,,
Speed Punks,,Speed Punks | PS,682,0.08,0.01,0.11,,0.2,
Speed Racer,,Speed Racer | PS,1026,0.02,,0.04,,0.07,
Speedball 2100,,Speedball 2100 | PS,714,0.07,0.01,0.1,60.0,0.18,
Spice World,,Spice World | PS,298,0.25,0.04,0.37,,0.67,
Spider: The Video Game,,Spider: The Video Game | PS,2442,,,,,,
Spider-Man,0.02,Spider-Man | PS,43,1.25,0.16,1.7,87.0,3.13,8.8
Spider-Man 2: Enter: Electro,0.02,Spider-Man 2: Enter: Electro | PS,103,0.87,0.09,0.57,74.0,1.55,8.6
Spin Jam,,Spin Jam | PS,542,0.12,0.02,0.17,,0.31,
SpongeBob SquarePants: SuperSponge,,SpongeBob SquarePants: SuperSponge | PS,82,0.58,0.08,1.12,,1.78,
Sports Car GT,,Sports Car GT | PS,664,0.08,0.01,0.12,,0.22,
Sports Superbike,,Sports Superbike | PS,2443,,,,,,
Sports Superbike 2,,Sports Superbike 2 | PS,2444,,,,,,
Spot Goes to Hollywood,,Spot Goes to Hollywood | PS,997,0.03,,0.04,,0.07,
Spriggan: Lunar Verse,,Spriggan: Lunar Verse | PS,2445,,,,,,
Spyro 2: Ripto's Rage!,0.01,Spyro 2: Ripto's Rage! | PS,35,1.21,0.17,2.14,,3.52,
Spyro the Dragon,0.07,Spyro the Dragon | PS,18,1.36,0.21,3.36,,5.0,
Spyro: Year of the Dragon,,Spyro: Year of the Dragon | PS,30,1.58,0.19,1.93,91.0,3.71,8.9
St. Luminous Mission High School,,St. Luminous Mission High School | PS,2446,,,,,,
Stahlfeder,,Stahlfeder | PS,2447,,,,,,
Star Fighter,,Star Fighter | PS,1032,0.02,,0.04,,0.06,
Star Gladiator Episode: I Final Crusade,0.15,Star Gladiator Episode: I Final Crusade | PS,551,0.05,0.02,0.07,,0.3,
Star Ixiom,,Star Ixiom | PS,2448,,,,,,
Star Ocean: The Second Story,0.72,Star Ocean: The Second Story | PS,179,0.1,0.02,0.26,80.0,1.1,8.3
Star Trek: Invasion,,Star Trek: Invasion | PS,598,0.1,0.02,0.15,76.0,0.26,7.5
Star Wars Episode 1: Jedi Power Battles,0.01,Star Wars Episode 1: Jedi Power Battles | PS,159,0.48,0.06,0.66,,1.21,
Star Wars Episode I: The Phantom Menace,0.04,Star Wars Episode I: The Phantom Menace | PS,85,0.89,0.1,0.72,,1.74,
Star Wars: Dark Forces,,Star Wars: Dark Forces | PS,355,0.21,0.04,0.31,,0.55,
Star Wars: Demolition,,Star Wars: Demolition | PS,401,0.17,0.03,0.25,63.0,0.46,6.5
Star Wars: Masters of Teras Kasi,,Star Wars: Masters of Teras Kasi | PS,292,0.26,0.04,0.38,,0.68,
Star Wars: Rebel Assault II - The Hidden Empire,,Star Wars: Rebel Assault II - The Hidden Empire | PS,228,0.33,0.06,0.49,,0.88,
StarBlade ?,0.15,StarBlade ? | PS,753,,0.01,,,0.16,
Starwinder: The Ultimate Space Race,,Starwinder: The Ultimate Space Race | PS,1051,0.02,,0.03,,0.06,
Stolen Song,0.11,Stolen Song | PS,866,,0.01,,,0.12,
Streak: Hoverboard Racing,,Streak: Hoverboard Racing | PS,763,0.06,0.01,0.09,,0.15,
Street Fighter Alpha 2,0.57,Street Fighter Alpha 2 | PS,238,0.09,0.06,0.14,,0.85,
Street Fighter Alpha 3,0.51,Street Fighter Alpha 3 | PS,199,0.12,0.02,0.38,93.0,1.03,8.6
Street Fighter Alpha: Warriors' Dreams,0.43,Street Fighter Alpha: Warriors' Dreams | PS,269,0.11,0.05,0.17,,0.76,
Street Fighter Collection,0.09,Street Fighter Collection | PS,928,,0.01,,,0.1,
Street Fighter EX Plus Alpha,0.23,Street Fighter EX Plus Alpha | PS,272,0.19,0.05,0.28,,0.75,
Street Fighter EX2 Plus,,Street Fighter EX2 Plus | PS,642,0.09,0.02,0.13,,0.23,
Street Fighter: The Movie,,Street Fighter: The Movie | PS,717,0.07,0.01,0.1,,0.17,
Street Racer,,Street Racer | PS,754,0.06,0.01,0.09,,0.16,
Street Racquetball,,Street Racquetball | PS,2449,,,,,,
Street Sk8er,,Street Sk8er | PS,296,0.25,0.04,0.37,,0.67,
Strider 2,,Strider 2 | PS,966,0.03,0.01,0.05,69.0,0.08,8.4
Strider Hiryu,,Strider Hiryu | PS,2450,,,,,,
Strike Force Hydra,,Strike Force Hydra | PS,2451,,,,,,
Strike Point,,Strike Point | PS,1009,0.03,,0.04,,0.07,
Striker 96,,Striker 96 | PS,980,0.03,0.01,0.04,,0.08,
Strikers 1945,,Strikers 1945 | PS,845,0.05,0.01,0.07,63.0,0.12,8.2
Stuart Little 2,,Stuart Little 2 | PS,2452,,,,62.0,,7.6
Suchie-Pai Adventure: Doki Doki Nightmare,,Suchie-Pai Adventure: Doki Doki Nightmare | PS,2453,,,,,,
Suiko Enbu: Outlaws of the Lost Dynasty,,Suiko Enbu: Outlaws of the Lost Dynasty | PS,2454,,,,,,
Suikoden,0.21,Suikoden | PS,322,0.14,0.04,0.21,,0.6,
Suikoden II,0.38,Suikoden II | PS,295,0.1,0.04,0.15,82.0,0.68,8.5
Suikoden Tendou 108 Sei,,Suikoden Tendou 108 Sei | PS,2455,,,,,,
Suikoden: Tenmei no Chikai,,Suikoden: Tenmei no Chikai | PS,2456,,,,,,
Summon Night,,Summon Night | PS,2457,,,,,,
Summon Night 2,,Summon Night 2 | PS,2458,,,,,,
Super Adventure RockMan,,Super Adventure RockMan | PS,2459,,,,,,
Super Bubble Pop,,Super Bubble Pop | PS,2460,,,,,,
Super Dropzone: Intergalactic Rescue Mission,,Super Dropzone: Intergalactic Rescue Mission | PS,2461,,,,,,
Super Live Stadium,,Super Live Stadium | PS,2462,,,,,,
Super Match Soccer,,Super Match Soccer | PS,2463,,,,,,
Super Puzzle Fighter II Turbo,,Super Puzzle Fighter II Turbo | PS,809,0.05,0.01,0.08,83.0,0.14,7.8
Super Robot Shooting,,Super Robot Shooting | PS,2464,,,,,,
Super Robot Taisen ?,0.75,Super Robot Taisen ? | PS,257,,0.05,,,0.8,
Super Robot Taisen ? Gaiden,0.58,Super Robot Taisen ? Gaiden | PS,318,,0.04,,,0.62,
Super Robot Taisen Complete Box,0.29,Super Robot Taisen Complete Box | PS,535,,0.02,,,0.31,
Super Robot Taisen EX,,Super Robot Taisen EX | PS,2465,,,,,,
Super Robot Taisen F,,Super Robot Taisen F | PS,2466,,,,,,
Super Robot Taisen F Kanketsuhen,0.21,Super Robot Taisen F Kanketsuhen | PS,651,,0.01,,,0.23,
Superbike 2000,,Superbike 2000 | PS,586,0.1,0.02,0.15,,0.27,
SuperLite 1500 Series: Mahjong II,,SuperLite 1500 Series: Mahjong II | PS,2467,,,,,,
SuperLite 1500 Series: Nankuro,,SuperLite 1500 Series: Nankuro | PS,2468,,,,,,
SuperLite 1500 Series: Nankuro 2,,SuperLite 1500 Series: Nankuro 2 | PS,2469,,,,,,
SuperLite 1500 Series: Nankuro 3,,SuperLite 1500 Series: Nankuro 3 | PS,2470,,,,,,
SuperLite 1500 Series: Nankuro 4,,SuperLite 1500 Series: Nankuro 4 | PS,2471,,,,,,
SuperLite 1500 Series: Slither Link,,SuperLite 1500 Series: Slither Link | PS,2472,,,,,,
SuperLite 3in1 Series: Nankuro Shuu,,SuperLite 3in1 Series: Nankuro Shuu | PS,2474,,,,,,
SuperLite 3-in-1: Arcade Classic Shuu,,SuperLite 3-in-1: Arcade Classic Shuu | PS,2473,,,,,,
Superstar Dance Club: #1. Hits!!!,,Superstar Dance Club: #1. Hits!!! | PS,2475,,,,,,
Surf Riders,,Surf Riders | PS,835,0.05,0.01,0.07,64.0,0.13,
Suzuki Bakuhatsu,,Suzuki Bakuhatsu | PS,2476,,,,,,
Sydney 2000,,Sydney 2000 | PS,585,0.1,0.02,0.15,57.0,0.27,
Syndicate Wars,,Syndicate Wars | PS,1111,0.01,,0.02,,0.04,
Syphon Filter,0.02,Syphon Filter | PS,46,0.72,0.11,2.03,90.0,2.88,8.8
Syphon Filter 2,0.02,Syphon Filter 2 | PS,63,0.55,0.08,1.5,,2.15,
Syphon Filter 3,,Syphon Filter 3 | PS,370,0.2,0.03,0.29,73.0,0.52,8.6
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy | PS,793,0.05,0.01,0.08,,0.14,
Tadaima Wakusei Kaitakunaka!,,Tadaima Wakusei Kaitakunaka! | PS,2478,,,,,,
T'ai Fu: Wrath of the Tiger,,T'ai Fu: Wrath of the Tiger | PS,768,0.06,0.01,0.08,,0.15,
Taiho Shichauzo!,0.05,Taiho Shichauzo! | PS,1068,,,,,0.05,
Taikai Nobunaga Ten: Ge-Ten II,,Taikai Nobunaga Ten: Ge-Ten II | PS,2479,,,,,,
Taikyoku Igo: Shinzui Go Sennin,,Taikyoku Igo: Shinzui Go Sennin | PS,2480,,,,,,
Tail Concerto,,Tail Concerto | PS,1135,0.01,,0.02,,0.03,
Tail of the Sun,,Tail of the Sun | PS,1189,0.01,,0.01,,0.02,
Tales of Destiny,0.83,Tales of Destiny | PS,195,0.06,0.07,0.09,,1.04,
Tales of Destiny II,0.66,Tales of Destiny II | PS,248,0.04,0.05,0.06,78.0,0.81,8.4
Tales of Fandom Vol.1,,Tales of Fandom Vol.1 | PS,2481,,,,,,
Tales of Phantasia,0.54,Tales of Phantasia | PS,336,,0.04,,,0.58,
Tales of Phantasia: Full Voice Edition,,Tales of Phantasia: Full Voice Edition | PS,2482,,,,,,
Tall Infinity,,Tall Infinity | PS,2483,,,,,,
Tall Twins Tower,,Tall Twins Tower | PS,2484,,,,,,
Tear Ring Saga Yutona Eiyuu Senki,0.37,Tear Ring Saga Yutona Eiyuu Senki | PS,462,,0.03,,,0.39,
Tecmo Super Bowl,,Tecmo Super Bowl | PS,863,0.04,0.01,0.06,,0.12,
Tecmo's Deception,,Tecmo's Deception | PS,1005,0.03,,0.04,,0.07,
Teitoku no Ketsudan II,,Teitoku no Ketsudan II | PS,2485,,,,,,
Teitoku no Ketsudan III,,Teitoku no Ketsudan III | PS,2486,,,,,,
Teitoku no Ketsudan III with Power-Up Kit,,Teitoku no Ketsudan III with Power-Up Kit | PS,2487,,,,,,
Tekken,0.77,Tekken | PS,40,1.3,0.22,0.95,,3.24,
Tekken / Ridge Racer,,Tekken / Ridge Racer | PS,2488,,,,,,
Tekken 2,1.36,Tekken 2 | PS,12,1.89,0.23,2.26,89.0,5.74,8.7
Tekken 2 / Soul Blade,,Tekken 2 / Soul Blade | PS,2489,,,,,,
Tekken 3,1.4,Tekken 3 | PS,6,2.22,0.29,3.27,96.0,7.16,9.1
Tempest 3X,,Tempest 3X | PS,976,0.03,0.01,0.04,,0.08,
Ten Made Jack: Odorokimamenoki Dai Tou Bou!!,,Ten Made Jack: Odorokimamenoki Dai Tou Bou!! | PS,2490,,,,,,
Ten Pin Alley,,Ten Pin Alley | PS,2491,,,,,,
Tenchi Muyou! Toukou Muyou,,Tenchi Muyou! Toukou Muyou | PS,2492,,,,,,
Tenchu 2: Birth of the Stealth Assassins,,Tenchu 2: Birth of the Stealth Assassins | PS,339,0.22,0.04,0.32,77.0,0.58,8.7
Tenchu: Shinobi Hyakusen,,Tenchu: Shinobi Hyakusen | PS,2493,,,,,,
Tenchu: Shinobi-Gaisen,,Tenchu: Shinobi-Gaisen | PS,2494,,,,,,
Tenchu: Stealth Assassins,0.27,Tenchu: Stealth Assassins | PS,68,0.64,0.13,0.95,87.0,1.99,8.8
Tennis,,Tennis | PS,2495,,,,,,
Tennis no Oji-Sama,,Tennis no Oji-Sama | PS,2496,,,,,,
Tennis no Oji-Sama: Sweat & Tears,,Tennis no Oji-Sama: Sweat & Tears | PS,2497,,,,,,
Terracon,,Terracon | PS,2498,,,,,,
Test Drive 4,,Test Drive 4 | PS,160,0.46,0.08,0.67,,1.21,
Test Drive 4x4,,Test Drive 4x4 | PS,2499,,,,,,
Test Drive 5,,Test Drive 5 | PS,136,0.2,0.05,1.05,,1.3,
Test Drive 6,,Test Drive 6 | PS,278,0.27,0.05,0.4,,0.72,
Test Drive Le Mans,,Test Drive Le Mans | PS,1089,0.02,,0.03,,0.05,
Test Drive: Off Road,,Test Drive: Off Road | PS,169,0.44,0.08,0.65,,1.16,
Test Drive: Off-Road 2,,Test Drive: Off-Road 2 | PS,2500,,,,,,
Test Drive: Off-Road 3,,Test Drive: Off-Road 3 | PS,2501,,,,,,
Tetris Plus,,Tetris Plus | PS,57,0.24,0.07,2.1,,2.4,
Tetris with Card Captor Sakura: Eternal Heart,,Tetris with Card Captor Sakura: Eternal Heart | PS,2502,,,,,,
Tettelkaiseki Hissyou Pachislot Doujyho Yamasa & Pioneer,0.01,Tettelkaiseki Hissyou Pachislot Doujyho Yamasa & Pioneer | PS,1206,,,,,0.01,
The Adventures of Lomax,,The Adventures of Lomax | PS,1156,0.01,,0.01,,0.03,
The Airs,,The Airs | PS,2503,,,,,,
The Amazing Virtual Sea-Monkeys,,The Amazing Virtual Sea-Monkeys | PS,2504,,,,,,
The Bistro,,The Bistro | PS,2505,,,,,,
The Blue Marlin,,The Blue Marlin | PS,2506,,,,,,
The Bombing Islands,,The Bombing Islands | PS,803,0.05,0.01,0.08,,0.14,
The Book of Watermarks,,The Book of Watermarks | PS,2507,,,,,,
The Chessmaster 3-D,,The Chessmaster 3-D | PS,2508,,,,,,
The City of Lost Children,,The City of Lost Children | PS,1205,,,,,0.01,
The Conveni 2: Zenkoku Chain Tenkai da!,,The Conveni 2: Zenkoku Chain Tenkai da! | PS,2509,,,,,,
The Conveni Special,,The Conveni Special | PS,2510,,,,,,
The Conveni: Ano Machi wo Dokusen Seyo,0.3,The Conveni: Ano Machi wo Dokusen Seyo | PS,524,,0.02,,,0.32,
The Crow: City of Angels,,The Crow: City of Angels | PS,1187,0.01,,0.01,,0.02,
The Deep,,The Deep | PS,2511,,,,,,
The Drugstore,,The Drugstore | PS,2512,,,,,,
The Dukes of Hazzard II: Daisy Dukes It Out,,The Dukes of Hazzard II: Daisy Dukes It Out | PS,548,0.11,0.02,0.17,53.0,0.3,
The Dukes of Hazzard: Racing for Home,,The Dukes of Hazzard: Racing for Home | PS,162,0.16,0.04,0.99,,1.19,
The Fifth Element,,The Fifth Element | PS,784,0.05,0.01,0.08,,0.14,
The Final Round,,The Final Round | PS,1022,0.03,,0.04,,0.07,
The Flintstones: Bedrock Bowling,,The Flintstones: Bedrock Bowling | PS,826,0.05,0.01,0.07,,0.13,
The Game of Life,,The Game of Life | PS,244,0.31,0.05,0.46,,0.83,
The Granstream Saga,,The Granstream Saga | PS,799,0.05,0.01,0.08,,0.14,
The Great Battle VI,,The Great Battle VI | PS,2513,,,,,,
The Grinch,,The Grinch | PS,368,0.2,0.03,0.29,,0.52,
The Heiwa Otenki Studio,,The Heiwa Otenki Studio | PS,2514,,,,,,
The Incredible Hulk: The Pantheon Saga,,The Incredible Hulk: The Pantheon Saga | PS,755,0.06,0.01,0.09,,0.16,
The Italian Job,,The Italian Job | PS,2515,,,,,,
The King of Fighters '95,0.16,The King of Fighters '95 | PS,724,,0.01,,,0.17,
The King of Fighters '96,0.07,The King of Fighters '96 | PS,974,,0.01,,,0.08,
The King of Fighters '97,0.16,The King of Fighters '97 | PS,718,,0.01,,,0.17,
The King of Fighters '98: Dream Match Never Ends,,The King of Fighters '98: Dream Match Never Ends | PS,963,0.03,0.01,0.05,,0.08,
The King of Fighters '99,0.11,The King of Fighters '99 | PS,873,,0.01,,,0.11,8.8
The King of Fighters Kyo,0.04,The King of Fighters Kyo | PS,1101,,,,,0.04,
The Land Before Time: Big Water Adventure,,The Land Before Time: Big Water Adventure | PS,671,0.08,0.01,0.12,,0.21,
The Land Before Time: Great Valley Racing Adventure,,The Land Before Time: Great Valley Racing Adventure | PS,920,0.04,0.01,0.05,,0.1,
The Land Before Time: Return to the Great Valley,,The Land Before Time: Return to the Great Valley | PS,2516,,,,,,
The Legend of Dragoon,0.39,The Legend of Dragoon | PS,77,0.44,0.1,0.94,74.0,1.86,8.6
The Legend of Heroes I & II: Eiyuu Densetsu,,The Legend of Heroes I & II: Eiyuu Densetsu | PS,2517,,,,,,
The Legend of Heroes: A Tear of Vermillion,,The Legend of Heroes: A Tear of Vermillion | PS,2518,,,,,,
The Lost World: Jurassic Park,,The Lost World: Jurassic Park | PS,200,0.39,0.07,0.57,,1.02,
The Misadventures of Tron Bonne,,The Misadventures of Tron Bonne | PS,1090,0.02,,0.03,,0.05,
The Next Tetris,,The Next Tetris | PS,252,0.31,0.05,0.45,,0.81,
The Note,,The Note | PS,2519,,,,,,
The Oni Taiji: Mokushi Se! Ni Yome Momotarou,,The Oni Taiji: Mokushi Se! Ni Yome Momotarou | PS,2520,,,,,,
The Perfect Golf,0.03,The Perfect Golf | PS,1155,,,,,0.03,
The Powerpuff Girls: Chemical X-Traction,,The Powerpuff Girls: Chemical X-Traction | PS,612,0.1,0.02,0.14,30.0,0.25,
The Putter Golf,,The Putter Golf | PS,1015,0.03,,0.04,,0.07,
The Puzzle,,The Puzzle | PS,2521,,,,,,
The Puzzle 2,,The Puzzle 2 | PS,2522,,,,,,
The Raiden Project,0.12,The Raiden Project | PS,652,0.04,0.01,0.06,,0.23,
The Rapid Angel,,The Rapid Angel | PS,2523,,,,,,
The Shanghai,,The Shanghai | PS,2524,,,,,,
The Shinri Game IV: Itsumo Shin ni Hoshizora o,,The Shinri Game IV: Itsumo Shin ni Hoshizora o | PS,2525,,,,,,
The Smurfs,,The Smurfs | PS,1102,0.02,,0.02,,0.04,
The Three Stooges,,The Three Stooges | PS,2526,,,,,,
The Unholy War,,The Unholy War | PS,829,0.05,0.01,0.07,,0.13,
The Uranai,,The Uranai | PS,2527,,,,,,
The Uranai 2,,The Uranai 2 | PS,2528,,,,,,
The Uranai 3,,The Uranai 3 | PS,2529,,,,,,
The Uranai 4,,The Uranai 4 | PS,2530,,,,,,
The Uranai 5,,The Uranai 5 | PS,2531,,,,,,
The Uranai 6,,The Uranai 6 | PS,2532,,,,,,
The Vision of Escaflowne,,The Vision of Escaflowne | PS,2533,,,,,,
The Weakest Link,,The Weakest Link | PS,950,0.03,0.01,0.05,63.0,0.09,7.2
The Wild Thornberrys: Animal Adventures,,The Wild Thornberrys: Animal Adventures | PS,716,0.07,0.01,0.1,,0.17,
The X Files,,The X Files | PS,426,0.16,0.03,0.24,,0.42,
Theme Aquarium,,Theme Aquarium | PS,2534,,,,,,
Theme Hospital,0.03,Theme Hospital | PS,955,0.02,0.01,0.03,,0.09,
Theme Park,0.13,Theme Park | PS,341,0.16,0.04,0.24,,0.57,
This is Football,,This is Football | PS,2535,,,,,,
This is Football 2,,This is Football 2 | PS,2536,,,,,,
Thoroughbred Breeder II Plus,0.04,Thoroughbred Breeder II Plus | PS,1110,,,,,0.04,
Thoroughbred Breeder: The Coquest of the World,,Thoroughbred Breeder: The Coquest of the World | PS,2537,,,,,,
Thousand Arms,,Thousand Arms | PS,865,0.04,0.01,0.06,,0.12,
Thrasher Presents: Skate and Destroy,,Thrasher Presents: Skate and Destroy | PS,461,0.15,0.03,0.22,,0.39,
Threads of Fate,,Threads of Fate | PS,674,0.08,0.01,0.12,,0.21,
Thunder Force V: Perfect System,,Thunder Force V: Perfect System | PS,1071,0.02,,0.03,,0.05,
Thunder Truck Rally,,Thunder Truck Rally | PS,785,0.05,0.01,0.08,,0.14,
ThunderStrike 2,,ThunderStrike 2 | PS,700,0.07,0.01,0.1,,0.19,
Tiger Woods 99 PGA Tour Golf,,Tiger Woods 99 PGA Tour Golf | PS,106,0.58,0.1,0.85,,1.53,
Tiger Woods PGA Tour 2000,,Tiger Woods PGA Tour 2000 | PS,301,0.25,0.04,0.37,,0.66,
Tiger Woods PGA Tour Golf,,Tiger Woods PGA Tour Golf | PS,2538,,,,65.0,,
TigerShark,,TigerShark | PS,1016,0.03,,0.04,,0.07,
Tigger's Honey Hunt,,Tigger's Honey Hunt | PS,568,0.11,0.02,0.16,,0.28,
Tilk: Aoi Umi kara Kita Shoujo,,Tilk: Aoi Umi kara Kita Shoujo | PS,2539,,,,,,
Tilt!,,Tilt! | PS,2540,,,,,,
Time Bokan Series: Bokan to Ippatsu! Doronbo,,Time Bokan Series: Bokan to Ippatsu! Doronbo | PS,2541,,,,,,
Time Bokan: Yattaman,,Time Bokan: Yattaman | PS,2542,,,,,,
Time Commando,,Time Commando | PS,719,0.07,0.01,0.1,,0.17,
Time Crisis,0.33,Time Crisis | PS,92,0.87,0.1,0.38,,1.68,
Time Crisis: Project Titan,,Time Crisis: Project Titan | PS,1087,0.02,,0.03,71.0,0.05,6.9
Timeshock! Pro Pinball,,Timeshock! Pro Pinball | PS,1153,0.01,,0.02,,0.03,
Tiny Bullets,,Tiny Bullets | PS,2543,,,,,,
Tiny Tank,,Tiny Tank | PS,498,0.13,0.02,0.19,,0.34,
Tiny Toon Adventures: Plucky's Big Adventure,,Tiny Toon Adventures: Plucky's Big Adventure | PS,579,0.1,0.02,0.15,,0.27,
Tiny Toon Adventures: The Great Beanstalk,,Tiny Toon Adventures: The Great Beanstalk | PS,533,0.12,0.02,0.17,,0.31,
Tiny Toon Adventures: Toonenstein - Dare to Scare,,Tiny Toon Adventures: Toonenstein - Dare to Scare | PS,1066,0.02,,0.03,,0.05,
TNN Motor Sports Hardcore 4x4,,TNN Motor Sports Hardcore 4x4 | PS,134,0.5,0.09,0.73,,1.31,
TNN Motor Sports Hardcore TR,,TNN Motor Sports Hardcore TR | PS,2544,,,,,,
To Heart,0.13,To Heart | PS,810,,0.01,,,0.14,
Tobal 2,0.35,Tobal 2 | PS,475,,0.02,,,0.37,
Tobal No.1,0.66,Tobal No.1 | PS,221,0.08,0.06,0.12,,0.92,
TOCA 2 Touring Car Championship,0.02,TOCA 2 Touring Car Championship | PS,131,1.16,0.11,0.03,,1.32,
TOCA Championship Racing,0.02,TOCA Championship Racing | PS,61,2.0,0.18,0.07,,2.28,
Tokimeki Memorial 2,0.36,Tokimeki Memorial 2 | PS,463,,0.03,,,0.39,
Tokimeki Memorial 2 Substories: Dancing Summer Vacation,,Tokimeki Memorial 2 Substories: Dancing Summer Vacation | PS,2545,,,,,,
